Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Self-harm,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,Drug Use Disorders,Alcohol Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Poisonings,"Fire, Heat, and Hot Substances",Acute Hepatitis
2,20,5,3,0,4,6,1,6,4,246,31,14,4,3,147,59,29,3,15,20,11,26,1,3,0,0,0,2,2,0
0,19,5,0,0,2,2,0,8,0,162,13,2,3,0,135,20,13,0,7,13,7,16,1,1,0,0,0,0,0,0
2230,27413,7157,602,0,18008,52417,596,8449,21519,1196838,35075,8870,71781,1275,301575,10696,11050,311,38627,60175,29995,64587,9199,46710,91,21986,7145,11876,12229,177
14,161,61,39,0,118,31,15,102,19,5079,419,367,116,36,1364,711,200,2,2067,249,281,353,16,8,6,9,0,24,22,32
4,11,4,12,0,28,4,16,0,36,372,30,156,12,30,114,30,49,10,18,104,21,32,0,1,0,0,0,0,5,2
1278,11708,2712,1512,523,6970,1584,375,7382,24159,177831,20693,13119,6497,2854,68914,16915,11263,189,19666,30926,15495,22025,609,651,308,95,6,1176,566,912
0,23,11,3,0,5,30,0,9,1,427,21,7,9,1,291,70,46,3,15,26,31,53,2,13,0,1,0,0,1,0
571,2313,618,283,0,921,627,993,137,601,65386,5795,13183,1599,1147,13167,2178,4222,255,13410,5179,2911,4600,341,89,921,33,1330,446,999,415
4,34,10,6,0,23,54,3,265,7,566,72,33,9,4,341,102,59,5,74,32,44,82,2,12,0,1,0,1,10,0
28,712,199,16,0,71,31,2,32,64,13649,1893,128,394,8,7467,450,423,5,462,2341,202,855,30,45,0,16,0,14,65,1
6724,1121,273,5960,46798,804,1783,2285,78785,16335,21496,19465,34457,1888,13626,14223,3589,2420,5839,4868,4603,4168,7117,27,183,3,144,460,549,615,380
1450,795,227,2918,2088,825,1396,1294,22106,10545,17460,12860,8697,2372,4745,12038,3381,2240,2890,2509,2849,2030,4377,121,51,0,37,9,400,657,139
758,5422,1013,2042,960,1415,39612,610,2412,1266,54890,6659,10211,2729,2005,34066,6307,5427,1962,7709,11562,3291,8474,69,89,134,16,3202,98,301,32
57,402,106,12,0,93,249,65,19,25,6962,765,1462,156,59,3268,1305,1064,10,838,539,388,668,8,10,0,3,0,48,137,8
13826,4577,940,13852,17971,2083,6628,8660,39202,37631,64155,54943,93248,5184,58455,31634,10570,8359,13400,8871,12510,18668,29073,152,537,0,751,391,2797,2147,1760
215,823,157,100,2,517,762,61,40,1394,28638,6056,2641,202,997,7205,1190,636,79,722,2089,2489,3325,20,274,1,138,34,110,522,48
1,20,6,2,0,4,8,1,5,3,237,30,12,4,2,172,56,40,2,12,21,10,24,0,4,0,0,0,1,2,0
39,1053,279,2,0,139,216,5,10,317,25589,1013,279,1215,16,11540,894,440,1,899,1244,1785,2728,25,257,0,45,2178,42,63,2
253,48,14,264,1680,39,7,218,131,421,954,1147,1516,50,763,384,100,126,256,136,207,196,370,1,6,0,6,13,22,28,16
6,741,164,3,0,47,171,9,28,91,12911,566,224,297,15,5612,1195,413,1,260,1248,1111,1728,9,64,0,55,22,19,48,2
49,1380,316,9,0,169,192,4,14,157,24657,2578,164,1631,57,10337,583,213,2,725,1253,619,1782,155,237,0,48,7,18,109,4
10977,2785,614,15533,102544,2973,2001,11052,40078,57890,69154,59403,54269,4212,69116,25114,8220,6108,15113,26875,17277,11193,19349,105,459,32,315,934,1322,1482,2088
711,2032,687,1525,3,1509,527,2073,2097,8208,39680,10239,10972,3314,6338,18028,2775,4191,1216,2531,35643,7230,10303,30,205,573,219,5,549,176,637
2113,830,200,5594,5763,448,517,2380,2509,12356,34374,13837,12607,1486,19156,10639,2751,1885,5411,2897,5915,4407,7027,47,155,94,140,126,378,404,249
27797,7211,2548,15627,11048,6070,9117,15036,451,83896,203609,85830,224753,8991,130701,84711,16046,18589,11104,9653,71873,28368,43730,309,1082,352,329,394,2062,2281,11156
1,7,3,6,0,2,6,2,7,2,170,22,12,2,5,67,25,16,4,8,9,10,19,0,6,0,0,0,0,3,0
0,5,2,1,0,3,3,0,1,1,114,10,2,8,2,79,26,24,1,6,17,13,19,0,2,2,0,0,0,0,0
6980,749,196,5506,33631,554,1012,1415,15558,5214,12845,19879,13231,855,20070,5159,1700,1600,5301,2784,1803,2734,4521,22,85,0,89,0,409,454,309
4,16,7,5,0,12,10,3,2,18,362,65,41,24,14,104,63,32,5,28,105,25,47,1,1,13,1,0,1,2,1
104,350,76,17,0,294,172,66,141,696,16749,2217,1533,558,271,2594,493,557,9,483,488,1760,2083,53,282,1,107,4,57,233,60
744,2704,660,971,2810,1358,948,2553,5066,1223,71036,7573,23630,1963,9388,16047,2602,4535,893,7243,7123,4052,6302,347,96,25,62,564,642,1163,1170
10,1613,394,10,0,46,32,2,9,29,10094,1649,78,441,50,10113,486,679,6,165,2485,385,1146,194,94,2,6,0,10,33,1
470,81152,10213,1328,0,6496,987,79,203,4493,301656,89262,941,33536,2237,360992,7588,32223,1030,10294,40101,25256,47919,440,689,113,1450,0,482,1874,279
379,20638,4473,2825,0,950,997,101,4924,2329,167072,19306,1709,14872,1249,152384,7625,7013,2653,10845,22020,12997,28747,612,2913,18,592,7,211,1014,36
1,8,3,3,0,3,14,1,23,1,130,18,7,2,2,75,25,23,3,7,9,8,17,0,7,0,0,0,0,2,0
41,1013,287,2,0,140,152,6,7,405,26917,876,324,1233,17,11658,787,427,1,1005,1282,1883,2872,21,304,0,49,0,48,71,2
155,2614,766,559,0,546,792,54,428,620,23678,3894,862,1893,254,22062,2623,3113,536,2390,4507,4200,6541,36,576,5,51,0,53,350,6
395,3573,921,123,0,602,527,781,335,494,76392,5317,12184,1467,602,18236,3685,5991,104,11231,6040,3267,5181,418,96,10,33,342,367,791,258
26,652,136,71,0,15,734,35,493,13,5289,422,541,80,38,3812,2063,774,65,215,671,175,481,5,10,13,2,0,4,22,2
1610,6870,1564,12725,19,4384,17011,1751,2542,6821,73390,29288,36794,2880,24372,47898,27542,12769,10721,20434,17171,24522,36818,295,4594,55,299,20,893,1433,236
99,358,77,17,0,258,190,65,140,672,16538,2146,1547,536,241,2657,506,564,8,463,465,1815,2141,52,267,1,119,4,54,213,60
10,617,130,4,0,34,39,3,6,28,7529,711,41,661,4,4966,521,130,1,353,744,784,1271,16,138,2,25,0,13,13,1
0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,3,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0
0,21,5,0,0,0,1,0,3,0,118,13,1,8,1,174,7,10,0,9,28,10,19,0,1,0,0,0,0,0,1
30,82,24,74,92,127,16,34,7,41,3707,395,754,68,69,621,308,91,8,1657,189,165,220,4,4,0,11,0,22,18,63
13,71,43,19,0,59,36,15,9,40,2603,215,153,85,110,795,1692,286,18,89,407,86,179,3,2,7,1,0,2,26,2
28252,7396,2743,15139,11718,4415,10429,16938,499,86927,233120,86473,245567,11210,117595,101664,20201,22870,10070,12167,75320,31135,46573,418,1312,292,359,541,2262,2505,10742
4583,946,246,3765,22844,500,732,1117,19400,10348,21908,14165,18621,1068,12273,10869,2874,2427,3634,3309,3568,5106,7567,38,126,0,104,33,324,449,322
1539,275,82,3306,13618,279,151,1429,17329,9117,8115,6839,7390,626,9064,3550,1074,754,3176,1382,1962,1554,2494,8,54,0,65,14144,207,213,167
2716,5732,1858,37168,19231,35376,4092,13865,5,57639,139279,93972,116245,10104,67320,54790,14623,7484,33164,8046,54089,25986,44256,203,241,527,110,19,517,1940,6849
1,21,7,8,0,7,23,1,21,3,350,39,13,8,4,204,105,45,7,10,20,19,41,0,8,0,0,0,0,3,0
1049,14401,2891,740,70,5009,5127,398,16875,7828,89655,21162,2679,6845,5251,92723,13451,20412,682,19786,21176,16649,27296,341,614,141,37,527,199,652,246
160,126,23,350,0,88,453,131,1367,1593,2601,1727,2008,291,2293,1107,492,235,343,462,1005,312,653,3,19,0,18,0,37,81,44
9,1080,328,5,0,48,84,1,2,120,18828,414,74,366,8,9482,2290,658,2,195,1204,593,1235,11,90,0,14,0,13,53,3
50,7836,1809,138,0,206,327,12,95,80,46128,2828,648,2556,156,43049,3934,3487,108,1739,8245,1742,5099,720,496,5,46,0,49,115,12
56,644,154,8,0,344,588,18,136,383,23865,1072,414,739,40,5211,397,139,6,682,1761,3157,4030,38,323,2,166,0,239,170,12
1,14,4,3,0,4,4,0,10,0,160,25,10,2,2,89,41,19,2,6,7,9,17,1,4,0,0,0,0,2,0
1,16,4,3,0,8,5,1,8,1,232,51,15,5,2,143,62,32,3,11,18,15,31,1,3,18,0,0,0,2,0
31,4250,960,10,0,57,71,5,43,56,31571,984,126,1453,111,21771,2237,3174,2,497,3169,1863,3226,164,506,6,38,0,30,43,3
4,36,10,5,0,24,60,3,205,7,585,71,35,9,4,365,103,67,5,47,34,44,84,2,12,12,1,0,1,9,0
352,153,44,34,0,191,281,125,1,579,7103,2503,1207,496,487,3297,74,488,3,378,581,901,1488,8,49,0,241,0,284,76,120
2666,496,146,1060,13172,417,640,1305,2538,2568,8998,9351,12035,582,5759,3916,1187,1278,1020,1677,1596,1726,2887,10,52,46,66,0,212,290,200
405,151061,15570,1726,0,7939,706,45,189,3595,342935,108180,555,25559,3453,425630,8214,41716,1293,6768,51590,25479,57565,465,676,107,2068,38,317,1573,99
28,28,18,5,0,67,33,10,6,50,1906,197,242,140,24,804,235,250,4,927,375,89,139,53,13,0,3,0,11,53,16
3964,693,262,1191,41121,649,1851,2788,44466,8528,17877,21342,27089,1622,12022,8094,2672,2723,1133,3155,3090,3584,5841,29,147,0,130,44,386,487,261
35,1176,196,22,0,137,590,22,158,44,6086,657,291,386,126,5513,528,1244,19,872,1282,887,1634,23,79,9,3,0,9,20,3
260,6036,1022,523,514,528,11198,550,1882,781,56164,5251,3414,2293,1334,32241,9897,9575,499,6096,6427,4307,7925,92,175,2,11,0,82,190,20
7,63,15,12,0,13,26,2,40,3,862,90,38,13,8,476,233,56,8,35,41,36,84,0,4,0,0,6,2,6,1
646,263,129,214,1638,298,340,688,2701,1376,9270,5543,3336,183,2853,3155,2656,455,210,1506,4895,399,893,13,55,0,23,0,115,536,86
450,1857,478,105,0,1773,3142,201,260,4481,81232,5638,2666,4735,1435,24581,1770,1388,68,3312,8715,3186,6058,348,1455,112,1552,0,833,828,182
4279,519,191,1902,28715,599,1663,2351,55202,8503,15141,21079,25129,1473,14975,6725,2200,2305,1833,2851,2712,3236,5459,26,135,0,119,51,356,454,212
32,4538,1004,11,0,57,77,4,35,52,32169,1093,132,1456,136,21954,2300,3431,2,484,3329,1830,3203,144,525,9,37,0,33,43,3
259,30016,7039,153,0,296,340,44,215,384,176323,38626,1611,5447,1426,180410,5783,7195,113,2634,47951,9455,31361,2576,1749,8,128,9,131,368,22
1186,118965,24760,4277,0,3753,17944,1080,10551,891,823362,68989,13675,41273,10637,644331,71235,78863,3924,42561,179468,54496,106814,30482,11476,125,1176,502,1448,3753,137
22240,2837,740,29739,31961,2841,6750,14002,99077,64149,61522,81537,100289,5645,85874,29345,10172,8061,28712,10189,13324,17807,28157,125,548,119,782,699,3343,2259,2277
377,13672,1959,1332,55,947,17061,475,2450,908,72629,7899,4255,2731,903,49460,7048,9496,1287,7408,17772,3984,11497,127,124,14,16,0,63,200,13
27,2016,487,46,0,46,195,5,41,28,10571,1343,278,531,310,12314,2284,2238,38,599,1675,664,1755,45,58,0,15,94,8,47,3
384,68,25,137,441,69,172,173,1255,780,2055,1254,1766,153,1617,881,295,273,128,486,370,420,707,3,13,0,16,22,37,51,39
16,5,4,22,0,5,3,10,1,67,259,40,59,25,58,87,91,27,22,16,60,24,48,1,0,0,0,0,1,1,3
2992,6076,1987,30998,18839,33212,3708,11105,13,53612,150975,85719,109057,9286,56314,55641,16222,7890,27301,7841,54489,25665,42550,201,238,330,75,31,471,1737,5744
439,4808,1320,226,0,387,369,631,600,4233,112904,6432,6194,2530,1700,26250,6138,8905,182,9247,9145,4407,7276,383,108,0,109,2,245,838,396
608,247,87,805,347,757,722,861,12,4702,8907,8806,6518,468,4233,3397,997,1233,766,1239,2693,981,2241,12,89,0,17,2,66,137,211
6762,791,215,9966,27684,796,1085,2439,6602,5179,13402,12890,23678,595,19632,6086,1813,1759,9753,1966,3276,3055,4894,9,64,0,95,12,428,548,488
51,939,152,4,0,525,399,6,31,420,22290,451,163,1788,11,7681,248,188,2,966,1268,541,1184,88,1048,0,281,0,186,206,3
98,29,8,182,287,20,28,51,0,403,703,722,718,27,616,284,86,66,174,111,136,96,186,1,3,0,4,1,12,14,9
1342,6573,1587,1541,404,6662,10412,805,16624,14776,77663,10489,8219,10774,5742,61430,11487,12716,1354,32126,23396,11941,19704,430,945,258,40,25,345,690,362
5,146,64,4,0,31,22,1,2,6,2723,155,38,50,9,1209,497,222,3,203,357,116,268,11,7,0,4,0,2,8,1
49,690,119,14,0,98,116,36,56,61,7982,627,804,259,83,3370,509,822,12,1781,742,512,790,113,16,0,4,0,56,120,34
1183,119,42,1550,6361,331,282,960,11722,8103,5467,6392,5621,512,7554,2139,815,533,1510,2704,1340,926,1813,9,49,0,42,222,146,164,153
156,5701,1291,1215,41,672,1137,634,2793,2181,25674,17557,5304,948,1195,29454,4332,7131,1096,4722,6893,6065,10410,160,273,61,566,18,143,259,29
21,780,149,65,0,13,420,28,418,10,6457,475,400,89,44,4338,2399,939,58,183,642,185,536,6,9,0,1,0,3,19,2
67,51,13,37,917,16,40,64,1783,194,756,370,573,58,143,465,172,109,35,232,136,103,193,3,6,0,2,0,9,12,3
3798,1563,415,2449,26844,602,806,1508,17649,11741,34446,16550,17536,1882,7588,15345,5434,4072,2330,5342,5533,5741,9441,44,204,0,136,12,434,595,310
67,906,356,30,0,311,361,34,32,652,42389,2863,2273,368,133,11155,2000,1360,20,766,2001,3012,3830,35,209,0,127,138,82,413,26
2287,318,85,2292,12396,283,62,930,1712,2871,5947,8945,7737,247,6710,1994,610,654,2248,912,1031,1053,1734,4,26,0,37,1162,140,180,241
14,1371,252,90,0,40,819,11,445,26,7912,1250,247,302,85,5810,3001,1392,83,532,1528,961,1524,188,152,1,3,8,6,35,6
58,3217,740,17,0,220,163,6,10,78,52681,2818,190,1789,39,29301,1516,1069,13,1227,2588,2382,4679,77,422,2,138,0,92,87,4
1235,7639,1717,1370,543,6008,9923,864,28859,12183,78596,10019,6629,10324,5205,66270,11812,12890,1193,28653,23276,11633,19256,488,918,1,36,15,321,638,305
38,846,161,4,0,320,380,10,245,505,26116,1144,225,804,15,6094,319,200,2,650,1596,3775,4663,33,523,0,313,0,274,186,2
6899,934,258,8507,26600,885,1337,2680,5077,5875,15491,13798,26856,686,15578,7024,2123,2098,8314,2198,3692,2825,5177,11,75,0,110,34,466,608,422
6,757,127,2,0,42,58,0,34,24,8201,224,11,208,3,3832,140,349,1,82,303,277,584,128,214,0,53,0,6,54,0
375,2847,922,471,4,1859,885,426,336,3915,81731,6949,5224,2891,482,34303,3445,3628,400,8028,27138,4492,8105,250,338,610,111,0,439,299,169
4715,24381,7616,20348,637,5011,2261,5264,5603,76549,651481,44317,38125,7658,59589,229524,106333,42131,18641,37004,100930,88670,126348,589,653,621,132,57,940,1455,5560
199,383,97,366,20,250,1930,473,110,525,4902,1480,2837,173,3212,2412,305,633,339,753,1366,1207,2920,30,165,0,4,5,65,43,37
1,8,3,4,0,3,14,1,25,1,135,18,7,2,3,79,26,25,3,7,9,9,19,0,8,0,0,0,0,2,0
3057,523,124,11747,6371,601,146,2464,22,11531,20539,18677,11985,959,21447,6112,1532,1205,11431,2347,4467,2894,4348,20,84,212,121,0,362,393,246
77,621,174,11,0,395,704,25,156,418,26882,1222,468,854,53,6108,453,153,8,854,1981,3684,4704,39,377,2,189,1,273,208,17
52,374,98,12,0,94,245,65,16,25,6618,744,1479,148,60,3066,1258,1000,10,811,526,373,643,8,9,2,3,2,49,134,8
280,3463,848,1866,87,989,1027,887,2260,2669,20073,15278,7164,876,1549,22130,2531,4972,1707,4066,4451,4888,8842,147,429,23,164,9,209,334,36
3,94,29,4,0,4,8,1,5,4,1685,88,16,76,4,1039,59,52,3,81,176,100,187,8,18,0,1,0,2,4,0
4140,28758,5273,11378,852,8518,60644,2253,14760,7414,313658,56885,58264,11607,14219,184180,41850,26638,10583,44289,58970,30720,57649,329,7843,197,72,0,242,1863,325
20,344,77,1,0,28,65,4,27,119,5320,1497,87,464,28,3739,323,273,0,278,898,201,409,5,6,0,2,1,5,11,1
140,1127,229,35,0,239,89,131,32,175,22268,1687,3351,357,137,5684,754,1422,31,2538,1812,897,1432,74,26,0,8,0,107,264,93
278,968,238,3006,1,421,6767,884,845,484,9366,10014,4172,1072,4008,9183,3905,2940,2873,1564,1515,3663,6039,36,1678,23,29,5,197,178,14
357,1147,280,720,603,1199,479,711,3920,7835,21722,12918,6153,696,2360,9944,2456,1629,641,2774,3850,6705,10206,28,108,19,4,0,76,213,453
552,283,95,664,209,710,766,759,68,4465,9917,7766,6029,446,3224,3495,1063,1303,623,1260,2624,974,2191,13,80,0,16,0,60,125,133
45,5542,1199,144,0,101,171,7,437,239,33084,7548,134,1487,252,29722,3928,3660,106,955,6241,2031,5090,43,180,2,41,0,25,149,4
45,9526,2085,141,0,196,312,13,67,82,45146,3530,537,2907,213,47417,3653,4450,116,1523,9773,2057,5913,887,536,5,51,4,41,102,10
74,50,8,53,0,16,46,16,50,96,576,205,167,35,270,268,26,41,44,25,128,63,113,0,2,0,0,0,1,10,8
13,73,44,19,0,59,35,15,9,40,2642,216,150,84,108,810,1725,292,18,90,412,87,181,3,2,0,1,0,2,26,2
257,22619,4596,336,0,574,477,25,1534,592,126779,11516,908,3834,636,101587,10482,10829,188,5379,30879,9453,21954,798,456,26,109,18,127,312,17
96,8715,1919,210,0,80,144,7,49,99,42569,6330,308,2017,425,56513,3357,3780,126,810,10766,1810,6478,176,480,0,16,0,14,108,5
1205,1764,394,454,5,1238,1695,766,31,1736,49257,7244,18576,1248,3746,10884,4906,4351,418,5429,2706,1879,2731,346,35,0,46,339,144,1138,225
29,2474,535,72,0,30,42,1,29,27,13871,2313,121,651,382,17459,1336,1103,42,264,4280,918,2493,192,794,0,14,4,9,72,2
654,2119,651,74209,0,2242,899,826,122,3271,56311,10192,11149,3018,808,27795,2619,2789,74076,6886,22965,4023,7071,255,269,116,107,0,409,336,386
6889,981,277,4250,41921,746,1442,1662,5403,6585,17803,20988,16798,1167,14539,7367,2265,2139,4056,4018,2189,2410,5085,37,116,18,108,27,493,559,252
3536,788,286,1092,41656,658,1906,2735,33828,7842,18598,20398,27025,1661,10550,8624,2788,2807,1036,3193,3198,3682,5904,29,153,27,129,2,379,493,260
2078,7880,1662,2666,637,10019,1665,843,450,29596,125634,25066,26372,5567,7561,45797,12466,10987,548,14671,26201,16787,23959,413,463,492,115,0,1292,609,1622
40,903,165,124,0,127,635,53,589,211,4857,801,397,183,193,3535,1083,1013,118,520,776,460,849,13,29,1,2,0,9,23,1
2,109,31,1,0,3,3,0,1,2,669,85,5,37,4,594,21,26,1,13,93,15,56,10,7,0,1,0,1,2,0
1038,169,52,1161,4545,141,2070,661,828,1824,3290,3702,3516,159,6951,1211,386,453,1123,420,503,787,1247,3,20,0,18,1101,69,87,142
149,1073,219,38,0,250,89,138,28,183,21541,1751,3619,348,144,5487,726,1378,34,2523,1770,871,1398,69,26,0,8,0,109,267,96
70,6690,1582,137,0,210,250,15,145,77,46587,3113,621,2381,117,39058,3475,2777,108,1828,7605,1584,4599,783,443,3,42,0,51,121,11
395,147,41,37,0,193,255,143,0,562,6487,2830,1298,447,588,3149,68,457,3,356,556,873,1465,7,43,7,220,0,268,78,136
4,10,3,17,0,30,3,21,0,41,350,31,181,12,35,105,28,46,14,19,99,20,32,0,1,0,0,0,0,5,2
521,43537,6306,940,0,5120,1029,122,180,5285,282266,73072,1535,25799,1303,291298,8502,25134,642,14606,34164,24346,42382,344,737,75,918,0,400,1753,355
1657,3779,1189,1275,0,1286,241,1452,93,1388,162510,41276,23642,1950,21656,26667,7820,10808,1150,25403,15517,39338,44031,28,88,17,91,365,205,1413,2217
1,34,9,5,0,10,34,2,8,4,340,41,21,12,4,234,94,55,4,25,44,25,45,1,7,6,0,0,0,3,0
110,1554,615,4,0,337,434,29,26,252,70746,3932,537,1825,43,16338,2172,774,1,1416,3680,2240,3757,31,277,2,108,0,152,176,10
3,61,17,6,0,24,111,4,116,7,869,94,21,12,4,580,146,112,5,56,51,62,119,2,18,50,1,0,1,10,0
16,3280,727,12,0,104,83,2,5,55,25383,775,38,873,51,14495,496,706,6,266,2043,1152,2589,291,565,0,98,0,11,70,2
1,20,6,2,0,6,5,1,6,4,300,23,20,25,4,138,33,31,2,20,39,26,34,1,2,0,0,3,0,1,0
152,129,37,242,333,74,404,113,7912,1354,3319,1512,1023,252,1027,960,668,300,235,563,861,302,658,6,23,0,21,119,30,84,13
8,510,103,2,0,60,77,1,43,41,7720,188,22,249,2,3695,142,217,1,113,277,291,585,106,254,0,75,1,7,77,0
7180,17308,3543,13526,3186,9852,51099,2509,18245,9074,283063,60341,68160,9562,29213,137053,32314,18766,12785,44116,49103,26604,48024,246,5518,268,149,36,324,2365,316
0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
53,482,86,217,1,146,309,38,515,187,3282,427,461,167,160,2134,544,465,203,510,561,250,505,12,22,2,1,0,14,15,4
218,46086,12375,811,0,473,614,35,451,447,350343,24065,1209,11614,4394,265156,21427,34419,640,4401,44216,20267,47310,1586,6406,5,149,3,99,677,35
140,4407,1209,98,0,802,672,23,118,1276,31833,6874,506,4963,31,39212,10351,5119,92,5014,7312,7227,10954,279,158,25,20,0,154,171,7
83642,30275,16385,181431,120014,77890,39721,95779,26565,584539,1374290,617082,802117,170096,994967,442878,99306,112643,133450,147942,672752,167233,350722,4214,14357,2876,10137,1712,6609,23324,62920
49,80,54,7,0,164,115,12,136,105,5590,425,139,636,46,3528,791,967,3,3543,1295,321,481,705,63,0,12,1,40,175,53
315,1303,289,412,29,266,1559,220,3100,692,17684,2033,4107,610,794,7421,1965,1597,395,2434,1446,1859,2612,19,99,1,9,1,34,137,21
0,4,2,1,0,5,4,1,1,1,88,9,3,9,2,61,23,17,1,9,15,13,18,0,2,0,0,0,0,0,0
72,2787,594,9,0,257,208,6,7,108,57570,2423,251,1822,15,27337,1120,965,5,1542,2100,2043,4097,70,267,5,85,0,117,97,5
54,434,85,146,0,21,343,40,293,24,4862,493,835,42,136,2251,1370,551,137,125,412,162,414,3,5,4,1,2,4,22,2
28,34,23,4,0,73,36,8,11,51,2357,231,161,181,24,1030,304,311,3,1122,461,112,173,90,16,0,3,0,12,63,19
21,343,84,13,0,219,288,5,1,87,11120,243,118,517,3,3535,100,58,10,421,323,155,473,25,250,0,145,0,61,170,2
474,1084,496,70,4,2120,768,253,464,4187,102934,15549,8015,2922,317,16509,4830,4398,9,4596,4751,10941,12837,160,300,0,188,0,357,960,296
2301,4104,838,3754,566,2358,24552,1035,78368,22630,72362,30216,21795,8379,22901,43565,16000,7653,3575,22495,19855,6566,12610,347,721,20,537,47,807,2526,162
28,1244,261,10,0,62,72,7,13,21,11334,526,144,539,18,7469,661,538,6,495,1977,231,804,45,39,2,6,0,8,28,1
72,3022,648,54,0,991,1204,19,412,668,83777,1430,276,3396,13,21181,402,525,27,1651,2586,3329,5498,364,2996,6,1190,26,444,845,28
0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
21,45,14,139,254,60,116,25,61,95,2193,262,600,193,205,493,307,107,119,140,86,205,336,1,15,0,4,0,8,26,9
89,2198,441,28,0,140,84,70,147,125,32116,1750,1288,405,126,8989,1591,2363,22,2532,2477,1266,2024,140,32,0,8,106,89,215,88
1153,5074,1670,887,0,1011,465,949,104,1079,201143,27084,17566,2312,13218,40485,12436,14943,741,25408,18126,46823,52118,44,114,4,49,0,173,1355,1732
45,4675,1096,132,0,112,224,9,732,273,33939,6699,156,1519,152,28997,4093,3675,97,1253,6080,2283,5085,41,197,7,47,0,23,165,4
513,40,16,544,1394,96,83,199,55,969,1418,1656,1888,92,2099,574,164,214,527,394,370,299,521,2,10,0,11,0,35,47,64
60,432,112,12,0,97,263,67,22,24,7263,784,1476,168,59,3483,1344,1129,10,885,553,404,694,9,10,0,3,1,48,144,7
0,0,0,0,0,2,1,0,1,1,24,4,3,2,0,7,6,3,0,3,3,2,2,0,0,0,0,0,0,0,0
12828,148675,47020,14403,60,100416,27998,9215,11773,102321,3131151,255470,150219,164169,25318,1956916,111371,128709,12138,301638,1323164,173440,308400,24847,15761,1419,6377,102,24178,11754,9706
545,1186,488,84,4,2264,831,271,383,4448,101480,15932,7936,2796,365,16060,4430,4213,10,4296,5419,10647,12566,142,409,0,165,73,348,1059,335
675,1228,289,1545,4394,868,656,1814,261,892,40277,7458,25196,1130,10538,9075,1197,1931,1475,9802,4438,2396,4118,150,57,22,37,520,417,780,600
2,48,11,5,0,20,10,7,1,14,522,35,75,20,11,214,52,89,3,22,123,33,49,2,1,0,0,0,0,5,0
4926,562,159,3636,21219,539,853,1175,16231,5224,9580,18630,12706,711,23198,4437,1421,1302,3486,2533,1677,2313,3847,16,72,0,80,0,358,395,310
3265,688,225,1682,18918,496,499,2437,21798,6858,14873,14658,13563,1177,23954,6645,2500,2579,1606,3830,2927,3075,5215,30,103,24,94,1,292,373,646
19,201,48,32,0,55,257,10,418,24,3529,271,255,173,32,1437,1373,348,31,237,215,157,397,6,20,2,1,0,2,24,2
53,593,121,12,0,308,378,85,146,605,17913,1010,1840,659,153,3626,263,478,10,1073,1723,2247,2577,85,370,4,134,40,86,104,20
0,4,2,0,0,1,0,0,2,0,58,10,0,2,1,32,27,7,0,4,8,2,5,0,0,0,0,0,0,0,0
14,127,29,8,0,48,28,9,3,15,3406,318,290,161,35,768,343,446,7,189,418,336,441,2,68,3,1,0,2,50,1
0,4,2,1,0,4,3,1,1,1,102,10,2,8,2,69,24,21,1,6,16,12,18,0,2,0,0,0,0,0,0
29,1611,310,12,0,90,120,25,30,214,29960,777,468,321,20,8367,1502,710,5,783,1270,1565,2195,17,43,2,29,11,23,131,13
242,1630,498,224,0,555,883,97,287,752,21261,6453,1266,2372,279,17675,1816,1522,209,2282,2823,3672,5764,10,301,3,56,0,63,477,12
767,144,38,816,3939,168,183,558,360,1534,3302,3891,5051,200,7803,1346,304,432,788,835,741,696,1137,4,20,0,19,0,69,98,108
458,11900,2999,1314,0,570,2891,376,1796,734,100742,36482,3336,5009,761,83676,10548,15446,1239,6391,19145,8449,17640,83,795,2,44,0,273,672,36
13357,305,86,5504,17096,811,913,2055,1551,6252,8231,27507,14666,431,38557,2834,797,1170,5392,1738,2021,1857,3466,6,51,0,89,82,354,505,315
1655,327,87,3133,8609,349,126,1300,10326,7830,8093,6892,8510,619,9272,3760,1077,771,3049,1608,1927,1536,2557,9,60,5,72,33,236,248,178
2,19,6,6,0,9,24,1,11,5,279,39,32,10,5,176,89,33,5,27,38,21,37,1,5,0,0,0,0,3,0
1,142,35,2,0,2,3,0,1,1,688,98,4,37,5,625,24,32,2,11,107,16,59,13,8,1,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
